e1x,e2x,e1y,e2y,dist_eyes,nx,ny,nx+nw,ny+nh,nose_size,mx,my,mx+mw,my+mh,mouth_size
29,66,36,40,37.21558813,40,53,65,73,500,29,77,62,97,660
71,35,40,36,36.22154055,39,47,73,75,952,27,66,76,95,1421
71,35,40,36,36.22154055,39,47,73,75,952,27,66,76,95,1421
31,66,39,34,35.35533906,36,52,62,74,572,39,77,71,96,608
31,66,39,34,35.35533906,28,53,52,73,480,26,74,61,95,735
67,32,39,37,35.05709629,38,50,65,72,594,35,74,70,95,735
60,32,36,42,28.63564213,38,50,65,72,594,25,67,73,96,1392
25,61,37,35,36.05551275,27,56,52,77,525,32,81,61,98,493
31,65,39,45,34.525353,29,53,59,78,750,16,58,84,99,2788
65,32,34,42,33.95585369,35,51,68,78,891,42,79,75,98,627
65,32,34,42,33.95585369,35,50,68,78,924,29,75,67,98,874
35,68,37,37,33,34,51,57,70,437,30,71,71,95,984
31,63,39,44,32.38826948,28,52,59,78,806,22,77,58,98,756
26,63,39,36,37.12142239,28,52,59,78,806,33,82,61,99,476
34,65,38,38,31,28,52,59,78,806,33,82,61,99,476
34,65,38,38,31,33,51,61,74,644,32,72,74,97,1050
63,34,35,41,29.61418579,35,46,66,72,806,37,66,81,92,1144
40,70,36,42,30.59411708,36,48,66,73,750,26,67,74,95,1344
33,64,43,42,31.01612484,35,53,58,72,437,29,71,67,93,836
65,28,38,41,37.12142239,33,52,59,73,546,29,71,67,93,836
35,64,40,37,29.15475947,41,51,64,70,437,32,68,70,91,874
35,64,40,37,29.15475947,35,52,62,74,594,32,68,70,91,874
32,67,37,37,35,40,49,68,72,644,32,68,70,91,874
29,61,39,43,32.24903099,29,55,53,75,480,24,73,63,96,897
31,64,36,39,33.13608305,41,50,66,70,500,29,70,71,95,1050
30,64,38,38,34,33,49,59,70,546,21,67,69,95,1344
30,64,38,38,34,28,51,58,76,750,14,62,76,99,2294
30,64,38,38,34,32,50,64,76,832,26,65,76,95,1500
30,65,35,42,35.6931366,31,51,62,77,806,15,64,68,96,1696
30,66,39,44,36.34556369,30,54,60,79,750,24,76,59,97,735
29,65,36,44,36.87817783,31,51,58,73,594,24,74,62,97,874
32,66,37,34,34.13209633,37,48,66,72,696,36,72,70,92,680
64,30,35,42,34.71310992,37,52,63,74,572,40,77,73,97,660
31,61,40,41,30.01666204,34,53,57,72,437,23,69,70,97,1316
33,65,39,41,32.06243908,33,49,64,75,806,23,69,70,97,1316
32,63,41,32,32.28002478,33,49,64,75,806,38,71,76,94,874
34,69,34,42,35.90264614,30,47,63,74,891,19,67,69,97,1500
26,61,37,37,35,31,49,54,68,437,23,66,65,91,1050
34,67,37,40,33.13608305,37,53,63,75,572,33,79,65,98,608
34,67,37,40,33.13608305,32,48,60,71,644,33,79,65,98,608
34,65,34,36,31.06444913,34,48,56,66,396,28,70,70,95,1050
26,63,37,38,37.01351105,26,57,62,87,1080,30,71,61,90,589
70,35,41,33,35.90264614,33,49,66,77,924,25,74,65,98,960
29,61,39,36,32.14031736,35,52,59,72,480,34,73,70,94,756
64,36,42,34,29.12043956,34,51,60,73,572,21,68,68,96,1316
64,36,42,34,29.12043956,31,48,69,79,1178,33,73,70,95,814
30,66,36,44,36.87817783,24,51,58,79,952,24,76,61,98,814
31,67,37,41,36.22154055,28,46,62,74,952,20,67,69,96,1421
29,61,39,36,32.14031736,35,52,59,72,480,34,73,70,94,756
35,68,37,37,33,34,51,57,70,437,30,71,71,95,984
32,69,39,40,37.01351105,38,53,65,76,621,34,77,67,97,660
61,27,35,41,34.525353,30,49,65,78,1015,25,67,74,96,1421
70,35,38,38,35,38,53,70,79,832,33,72,71,95,874
62,31,38,40,31.06444913,31,51,58,73,594,28,75,65,97,814
32,58,42,32,27.85677655,31,51,58,73,594,31,62,84,94,1696
32,58,42,32,27.85677655,31,48,62,73,775,28,65,70,90,1050
29,65,36,44,36.87817783,31,51,58,73,594,24,74,62,97,874
29,65,36,44,36.87817783,37,51,61,71,480,24,74,62,97,874
29,65,36,44,36.87817783,36,52,65,76,696,24,74,62,97,874
62,32,37,42,30.41381265,36,51,65,75,696,36,72,76,96,960
62,32,37,42,30.41381265,27,48,55,72,672,34,78,64,96,540
30,66,39,44,36.34556369,30,54,60,79,750,24,76,59,97,735
68,32,40,35,36.34556369,29,51,59,76,750,27,75,63,97,792
37,66,36,35,29.01723626,40,48,69,72,696,34,72,69,93,735
29,64,36,33,35.12833614,34,50,55,68,378,27,70,67,94,960
32,64,38,38,32,37,50,59,68,396,27,67,70,93,1118
59,25,39,34,34.36568055,23,55,50,77,594,26,82,53,98,432
62,28,37,43,34.525353,33,56,58,77,525,38,80,69,99,589
33,64,36,39,31.144823,33,56,58,77,525,26,69,69,95,1118
30,65,35,42,35.6931366,31,51,62,77,806,15,64,68,96,1696
40,70,36,42,30.59411708,36,48,66,73,750,26,67,74,95,1344
70,35,41,33,35.90264614,33,49,66,77,924,25,74,65,98,960
34,69,34,42,35.90264614,30,47,63,74,891,19,67,69,97,1500
29,65,36,44,36.87817783,31,51,58,73,594,24,74,62,97,874
31,67,39,40,36.01388621,37,53,65,76,644,33,77,66,97,660
62,28,36,44,34.92849839,34,58,60,80,572,41,82,69,99,476
31,66,39,34,35.35533906,36,52,62,74,572,39,77,71,96,608
35,68,37,37,33,34,51,57,70,437,30,71,71,95,984
32,67,37,37,35,40,49,68,72,644,30,71,71,95,984
33,66,38,39,33.01514804,33,50,57,70,480,28,71,67,94,897
33,64,43,42,31.01612484,35,53,58,72,437,29,71,67,93,836
33,64,43,42,31.01612484,35,53,58,72,437,27,73,67,97,960
32,72,41,31,41.23105626,38,46,73,75,1015,46,77,78,96,608
26,65,38,36,39.05124838,35,48,66,74,806,46,77,78,96,608
26,65,38,36,39.05124838,35,48,66,74,806,33,77,65,96,608
